image_id,image_path,prediction,prediction_length,ground_truth,ground_truth_length,cosine_similarity
08-1-003-02_石津橋_PIC087,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_石津橋_PIC087.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・市民団体等の補修は原則として補修する必要がある。",153,伸縮装置からと思われる漏水跡、橋台に遊離石灰、添加物に腐食が見られる。損傷は状況に応じて補修を行う事が望ましい。,56,0.81009257
13-3-022-01_南今津橋_PIC007,data\image_text_inspect_n10789\rank_c_images_n10789\13-3-022-01_南今津橋_PIC007.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,・舗装に軽微な舗装ひびわれが見られるものの概ね健全である。・伸縮装置に軽微な劣化が見られるものの概ね健全である。・地覆に軽微な鉄筋露出が複数見られるものの概ね健全である。,85,0.6470857
05-3-012-01_俊竜寺橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-012-01_俊竜寺橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに若干進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。",217,舗装に小さいポットホールがある。　　　　　　　　　　　　　　必要に応じて補修する必要がある。　　　　　　　　　　　　　地覆及び高欄の?離、鉄筋露出が部分的に発生している。　　　　　　　　　　　　　　断面修復等の対策が必要である。　　　　　　　　　　　　　　伸縮装置の目地材がぬけ落ちている。　　　　　　　　　　　　伸縮装置の取替えにより止水機能の向上を図る必要がある。,184,0.57379216
07-3-012-01_黒川橋_PIC072,data\image_text_inspect_n10789\rank_c_images_n10789\07-3-012-01_黒川橋_PIC072.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれは、施工初期の乾燥収縮や温度、鉄筋露出は、被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。うきに進展はないであれば、次回点検時に状況の確認を行う。床版については、健全である。",225,・舗装にひびわれ、段差が見られる。・伸縮装置部（後打ち部）にひびわれおよびうきが見られる。・地覆にひびわれ、うき、錆汁を伴う遊離石灰が見られる。・防護柵に腐食、ボルトのゆるみが見られる。・排水桝に土砂詰まりが見られる。,109,0.6985836
06-3-016-01_木船橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-016-01_木船橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。",215,舗装にひびわれ(最大W=5mm)、欠損、段差(h=40mm)が見られる。舗装の段差・欠損は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,88,0.64431965
08-1-003-02_石津橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-02_石津橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ(Ⅰ)考え方：橋面からの水の供給源及び土砂収集場所が原因と考えられる。次回点検時に進行度を確認する必要がある。",168,橋脚にひびわれ、伸縮装置からと思われる漏水跡、橋台に堆積物が見られる。損傷は状況に応じて補修を行う事が望ましい。,56,0.825349
01-3-045-01_城山橋_PIC029,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-045-01_城山橋_PIC029.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装にひびわれ・段差（最大h=30mm)、伸縮装置にゴムの変形、地覆にひびわれ（最大W=0.3mm)、防護柵に表面的な腐食・変形が見られる。舗装の段差は、維持工事等で補修が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,119,0.6625986
01-2-004-03_養着橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\01-2-004-03_養着橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて，対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NATIONAL 地覆・横桟（一部）・ボルト・ナット・製品段差注入メーカーズの記号板・後打ちコンクリート・配力帯・地覆支承付近のパイプ・車両道路用引き通し管・排水桝、A1側添接部の断面修復跡、道路橋梁は機能に支障が生じており、必要に応じて補修する事が望ましい。前回点検：N今回点検：N",268,・主桁に乾燥収縮および鉄筋の腐食膨張によるものと推測されるひびわれ、鉄筋の腐食膨張によるものと推測されるうき、鉄筋のかぶり不足による鉄筋露出が見られる。,76,0.6250268
01-1-002-01_皇徳寺橋_PIC015,data\image_text_inspect_n10789\rank_c_images_n10789\01-1-002-01_皇徳寺橋_PIC015.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ N（必要に応じて）",169,床版に断面減少を伴う鉄筋露出・うきが見られる。損傷は、局所的なため、経過観察を行い、状況により補修を行う。前回点検時から、被りコンクリートの剥落に進展が見られる。,81,0.6802989
01-3-045-01_城山橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-045-01_城山橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進展は見られない。局所的な損傷であるため、経過観察を行い、状況により補修を行う。",132,主桁に著しい腐食による層状剥離・板厚減少、横桁に板厚減少、主桁・横桁のボルトに表面的な腐食が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,85,0.77376956
05-1-010-01_えびす橋_PIC005,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-010-01_えびす橋_PIC005.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,主桁に著しい腐食による層状剥離・板厚減少、デッキプレートに著しい腐食による膨張・板厚減少・断面欠損、横桁に表面的な腐食が見られる。これらの損傷は、局所的なため、経過観察を行い、状況により補修を行う。,99,0.7154162
01-3-032-01_小高野橋_PIC092,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-032-01_小高野橋_PIC092.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,舗装にひびわれ(W=5mm未満）、伸縮装置にゴムの破損・後打ちコンクリートのひびわれ（最大W=5.0mm)・うき、地覆に鉄筋露出・うき・ひびわれ（W=0.3mm)、防護柵に表面的な腐食、排水桝の目皿に塗装の劣化、排水パイプ取付金具に著しい腐食が見られる。これらの損傷は、経過観察を行い、状況により補修を行う。,154,0.5964651
19-3-135-01_中村橋_PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-135-01_中村橋_PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。経過観察を行い、状況により補修を行う。前回点検時から進展は見られない。",111,主桁に鉄筋露出が見られた。損傷は範囲が小さいことから経過観察が望ましい。,36,0.63609993
05-3-052-01_鰐石橋_PIC050,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-052-01_鰐石橋_PIC050.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ N（必要に応じて）",134,主桁にひびわれ(最大W=1.0mm)・うき、横桁にうき・遊離石灰、補修シートに破損・うき、床版にひびわれ(W=0.1mm)・遊離石灰が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,118,0.590926
01-3-004-01_黒石橋_PIC040,data\image_text_inspect_n10789\rank_c_images_n10789\01-3-004-01_黒石橋_PIC040.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ（最大W=0.3mm)・伸縮装置からと思われる漏水跡が見られる。前回点検では、伸縮装置からと思われる漏水跡が見られたが、次回点検時に進行度判定を行う。道路橋の機能に支障は生じてないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",189,アスファルト舗装に欠損、コンクリート舗装に骨材露出、伸縮装置に目地板の脱落、地覆に欠損・遊離石灰・鉄筋露出・ひびわれ、防護柵に変形・板厚減少、排水パイプに土砂詰り、取付金具に表面的な腐食が見られる。排水パイプの土砂詰りは、維持工事等で撤去が必要である。その他の損傷は、経過観察を行い、状況により補修を行う。,153,0.6149665
08-3-017-01_大塚橋_PIC024,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-017-01_大塚橋_PIC024.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めにひびわれ(W=0.15mm)が見られる。ひびわれは、施工初期の乾燥収縮や温度、鉄筋露出は、被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。前回点検：Ⅱ今回点検：Ⅱ",205,床版のひび割れ、浮き、鉄筋露出は経年劣化と車両通行時の衝撃に起因していると推測される。張出床版の滞水は側面からの雨水が原因と推測される。,68,0.6784477
18-1-013-02_島地・平木線2号橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\18-1-013-02_島地・平木線2号橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,主桁・横桁および床版のうきおよび鉄筋露出が広範囲に発生している。　　　　　　　　　　　　主鉄筋の断面が腐食により減少しているため速やかな断面修復等の対策が必要である。,83,0.69084215
39797__PIC001,data\image_text_inspect_n10789\rank_c_images_n10789\39797__PIC001.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・鉄筋露出、横桁にうき・鉄筋露出、間詰めに空洞が見られる。ひびわれは、ASRや被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。間詰め部で発生したみんな溶け出しは局所的であったが、必要に応じて断面修復等の補修が望ましい。",197,伸縮装置部に50㎜の段差が認められる。車両の走行に支障はでていないため，経過観察とする。地覆下面に，鉄筋露出が認められる。軽微な損傷であるため，経過観察とする。,80,0.48215353
340230_三谷川橋_PIC012,data\image_text_inspect_n10789\rank_c_images_n10789\340230_三谷川橋_PIC012.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ",113,主桁が広範囲で鉄筋露出しておりコンクリートのかぶりのある場所の方が少ない。床版の鉄筋も法範囲で露出している。,54,0.5158589
03-1-007-01_下市橋_PIC042,data\image_text_inspect_n10789\rank_c_images_n10789\03-1-007-01_下市橋_PIC042.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検からの進行はないと判断し、「状況に応じて監視・対策を行うことが望ましい」状態である。",131,A1橋台にひびわれ（W=0.25mm)・鉄筋露出、P1橋脚にひびわれ（最大W=1.0mm)・うき・鉄筋露出、A1橋台・P1橋脚に伸縮装置からと思われる漏水跡・著しい土砂堆積が見られる。ひびわれに錆汁は見られず、その他の損傷と共に経過観察を行い、状況により補修を行う。,133,0.6845018
05-3-045-01_上白石橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\05-3-045-01_上白石橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めにひびわれ(W=0.15mm)が見られる。ひびわれは、施工初期の乾燥収縮や温度、鉄筋露出は、被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。前回点検：Ⅱ今回点検：Ⅱ",205,A1橋台前面に局所的なひびわれが見られる。またA1橋台基礎部に洗掘が見られる為、状況をみて措置を講ずるのが望ましい,57,0.64242864
08-1-003-09_丁の首橋_PIC017,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-09_丁の首橋_PIC017.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。",216,舗装のひび割れ、段差、土砂堆積、主桁継目の目地材の劣化、伸縮装置の劣化は経年劣化と車両通行時の衝撃に起因していると推測される。防護柵の高さが1.1mを下回っているため対処が必要である。,92,0.61523384
08-3-029-01_岸の下橋_PIC010,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-029-01_岸の下橋_PIC010.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.5mm)・うき・鉄筋露出、横桁にひびわれ(W=0.1mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに若干進展が見られる。ひびわれは予防保全の観点から対策を講じる必要性がある。",198,・主桁にアルカリ骨材反応の疑いのあるひびわれが多数見られる。また、ひびわれからの軽微な遊離石灰も見られる。・床版に橋面からの浸透水によるものと推測される錆汁を伴う遊離石灰が見られる。,91,0.59450793
341085_第二北谷橋_PIC018,data\image_text_inspect_n10789\rank_c_images_n10789\341085_第二北谷橋_PIC018.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・個人支援（￣￣）",137,主桁・床版にひびわれ、鉄筋露出、漏水・遊離石灰がみられる。,29,0.6312308
03-2-001-02_殿河内高芝線1号橋_PIC004,data\image_text_inspect_n10789\rank_c_images_n10789\03-2-001-02_殿河内高芝線1号橋_PIC004.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ N今後1年で必要に応じて監視・対策を行う必要がある。",139,主桁に断面減少を伴う鉄筋露出が見られる。鉄筋の被り不足や中性化が原因と考えられる。前回点検時から鉄筋露出範囲に進展が見られる。経過観察を行い、状況により補修を行う。,82,0.7128481
18-2-088-02_榎谷橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\18-2-088-02_榎谷橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出となっている。地覆からの伝い水や浸入水等が原因と考えられる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。",185,主桁・横桁及び床版に部分的な鉄筋露出が複数発生している。局所的であるため経過観察とし、必要に応じて断面修復等の補修が必要である。,64,0.6736026
341078_側道・庄方・上佐線1号橋_PIC017,data\image_text_inspect_n10789\rank_c_images_n10789\341078_側道・庄方・上佐線1号橋_PIC017.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆（親柱）も大きく欠損しており、通行者の安全性に影響を及ぼすため、必要に応じて止水機能の向上を図り、補修する必要がある。前回点検：Ⅱ今回点検：Ⅱ",145,舗装に幅5mm以上のひびわれが全体的に生じている。地覆に局所的な欠損が生じている。防護柵の一部に腐食が見られる。,56,0.60085905
03-3-033-01_姫山橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-033-01_姫山橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・市民団体",133,主桁に後埋めモルタルの剥離・鋼材露出、間詰めに一部錆汁を伴う遊離石灰が見られる。経過観察を行い、状況により補修を行う。,59,0.75158316
03-3-039-01_岡本橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\03-3-039-01_岡本橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・うき・鉄筋露出、横桁にひびわれ(W=0.15mm)・鉄筋露出、間詰めに鉄筋露出が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。前回点検時からうきに進展が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的であるため、経過観察を行い、状況により補修を行う。",218,舗装のポットホール、段差、土砂堆積、伸縮部の土砂詰りは経年劣化と車両通行時の衝撃が起因していると推測される。防護柵の変形は外力が原因と推測、防食機能の劣化は経年劣化が原因と推測される。,92,0.5762614
19-2-403-01_大谷山橋_PIC014,data\image_text_inspect_n10789\rank_c_images_n10789\19-2-403-01_大谷山橋_PIC014.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。前回点検で確認された損傷箇所からの進行は見られないが、新たな鉄筋露出となっている。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ",154,地覆には遊離石灰を伴うひび割れ、著しい欠損が見受けられた。防護柵は全体的に錆が生じており局所的に変形していた。また、ナットの脱落も見受けられ監視・対策の必要性があると思われる。前回点検：Ⅱ今回点検：Ⅱ,100,0.57603765
08-3-004-01_豊年橋_PIC151,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-004-01_豊年橋_PIC151.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また、地覆（親柱）にうき、鉄筋露出が見られる。経過観察を行い、状況により補修を行う。前回点検時から進展はない。道路橋の機能に支障は生じておらず、「状況に応じて監視や対策を行うことが望ましい」状態である。",171,橋脚にひびわれ、剥離、欠損、伸縮装置からと思われる漏水跡が見られる。損傷は状況に応じて補修を行う事が望ましい。,55,0.840277
08-3-029-01_岸の下橋_PIC033,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-029-01_岸の下橋_PIC033.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,・舗装にひびわれおよび大きな段差が見られる。・伸縮装置に劣化および後打ち部にうき、著しい欠損が見られる。・地覆に鉄筋露出および錆汁を伴う遊離石灰が見られる。・防護柵に防食機能の劣化およびアンカーボルトに腐食が見られる。・排水桝に土砂詰まりが見られる。,125,0.70430785
08-3-004-01_豊年橋_PIC184,data\image_text_inspect_n10789\rank_c_images_n10789\08-3-004-01_豊年橋_PIC184.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁にひびわれ（最大W=0.3mm)・鉄筋露出、横桁にうき・鉄筋露出、間詰めに空洞が見られる。ひびわれは、ASRや被り不足が原因と考えられる。前回点検からうきに進展が見られるため、経過観察を行い、状況により補修を行う。Re:間詰め部の空洞，経過観察を行う。",170,路面に剥離、伸縮材に劣化、変形、後打ちコンクリートにひびわれ、地覆に鉄筋露出、防護柵(高欄)に腐食、変形、排水桝に腐食、土砂が見られる。損傷は状況に応じて補修を行う事が望ましい。土砂詰まりは維持管理にて対応を行う。,107,0.7117482
341306_前原・志手ノ木線4号橋_PIC026,data\image_text_inspect_n10789\rank_c_images_n10789\341306_前原・志手ノ木線4号橋_PIC026.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",118,床版に幅0.2mm程度が主の、間隔0.5m程度の1方向ひびわれが見られる。床版が剥離し、鉄筋露出が処々に見られる。,57,0.57881886
11-3-009-01_前田橋_PIC013,data\image_text_inspect_n10789\rank_c_images_n10789\11-3-009-01_前田橋_PIC013.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆に鉄筋露出が見られる。経過観察を行い、状況により補修を行う。前回点検時から進展はない。",117,伸縮装置部の段差がやや大きい。,15,0.43081713
06-3-016-04_滝河内2号橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\06-3-016-04_滝河内2号橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、前回点検から進行はないと判断し、「状況に応じて監視・対策を行うことが望ましい」状態である。",130,主桁にひびわれ(W=0.1mm)・断面減少を伴う鉄筋露出・うきが見られる。ひびわれは、施工初期の乾燥収縮や温度、鉄筋露出・うきは、鉄筋の被り不足や中性化が原因と考えられる。前回点検から鉄筋露出に進展が見られる。経過観察を行い、状況により補修を行う。,124,0.69974494
05-1-001-01_前橋_PIC020,data\image_text_inspect_n10789\rank_c_images_n10789\05-1-001-01_前橋_PIC020.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から対策を実施することが望ましい。前回点検：Ⅱ今回点検：Ⅱ N今後1年で必要に応じて監視・対策を行うことが望ましい。",141,橋台にひびわれ（最大W=13.0mm)・伸縮装置からと思われる漏水跡・遊離石灰が見られる。ひびわれに錆汁は見られず、その他の損傷は局所的なため、経過観察を行い、状況により補修を行う。,91,0.6877074
07-1-003-02__PIC067,data\image_text_inspect_n10789\rank_c_images_n10789\07-1-003-02__PIC067.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、間詰めからの遊離石灰なども見られる。予防保全の観点から，「状況に応じて対策を行うことが望ましい」状態である。前回点検：Ⅱ今回点検：Ⅱ NPO・市民団体等の補修は原則として補修する必要がある。",153,・橋脚に鉄筋の腐食膨張によるものと推測されるうきおよび振動によるものと推測されるうき、鉄筋のかぶり不足による鉄筋露出が見られる。また、すりへりが見られる。,77,0.6383057
19-3-438-01_第一大江河内橋_PIC002,data\image_text_inspect_n10789\rank_c_images_n10789\19-3-438-01_第一大江河内橋_PIC002.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて修理する必要がある。前回点検：Ⅱ今回点検：Ⅱ N（次回）",119,主桁下面の伝い水範囲に鉄筋露出が複数見られる。かぶり不足および伝い水が原因と思われる。道路橋の機能に支障は生じていないが、前回点検からの劣化進行が見られるため、「状況に応じて監視や対策を行うことが望ましい」状態である。,109,0.7904352
02-3-010-01_石井手橋_PIC049,data\image_text_inspect_n10789\rank_c_images_n10789\02-3-010-01_石井手橋_PIC049.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。地覆に鉄筋露出、防護柵(高欄)に変形が見られる。維持工事等で止水機能向上を行うのが望ましい。前回点検：Ⅱ今回点検：Ⅱ（進行）",132,P2橋脚にひびわれ（最大W=0.1mm)・遊離石灰・伸縮装置からと思われる漏水跡・基礎洗堀が見られる。経過観察を行い、状況により補修を行う。,70,0.8035414
18-3-130-01_御所野線1号橋_PIC009,data\image_text_inspect_n10789\rank_c_images_n10789\18-3-130-01_御所野線1号橋_PIC009.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 橋台にひびわれ、伸縮装置からと思われる漏水跡が見られる。また地覆に鉄筋露出が見られる。経過観察を行い、状況により補修を行う。前回点検時から進展はない。",117,橋梁拡幅時の継目に舗装のひび割れ（隙間）が縦断方向に発生し、やや大きい段差も認められる。必要に応じて止水機能の向上を図り、補修する必要がある。,71,0.7822815
08-1-003-09_丁の首橋_PIC003,data\image_text_inspect_n10789\rank_c_images_n10789\08-1-003-09_丁の首橋_PIC003.jpg,"USER:  
この橋梁の損傷状態を詳しく説明してください。 ASSISTANT: 主桁に鉄筋露出が見られる。また、全体的にひびわれやうきが見られる。防護柵も同様であり、必要に応じて断面修復等の補修が必要である。前回点検：Ⅱ今回点検：Ⅱ",118,主桁の浮き、鉄筋露出、床版の欠損、鉄筋露出は経年劣化による中性化と車両通行時の衝撃が起因していると推測される。主桁継目からの滞水は継目の目地材の経年劣化が原因と推測される。,86,0.6755922
